variant,task,n_embd,n_layer,n_head,seq_len,seed,accuracy
(Q=K!=V)+,REVERSE,32,2,2,128,1,0.1010
(Q=K!=V)+,REVERSE,32,2,4,16,0,0.1541
(Q=K!=V)+,REVERSE,32,2,4,16,2,0.3055
(Q=K!=V)+,REVERSE,32,2,4,64,1,0.1026
(Q=K!=V)+,REVERSE,32,2,4,128,0,0.1012
(Q=K!=V)+,REVERSE,32,2,4,128,2,0.1005
(Q=K!=V)+,REVERSE,32,4,2,16,1,0.1771
(Q=K!=V)+,REVERSE,32,4,2,64,0,0.1017
(Q=K!=V)+,REVERSE,32,4,2,64,2,0.1031
(Q=K!=V)+,REVERSE,32,4,2,128,1,0.1004
(Q=K!=V)+,REVERSE,32,4,4,16,0,0.2477
(Q=K!=V)+,REVERSE,32,4,4,16,2,0.2190
(Q=K!=V)+,REVERSE,32,4,4,64,1,0.1023
(Q=K!=V)+,REVERSE,32,4,4,128,0,0.0992
(Q=K!=V)+,REVERSE,32,4,4,128,2,0.0999
(Q=K!=V)+,REVERSE,64,2,2,16,1,1.0000
(Q=K!=V)+,REVERSE,64,2,2,64,0,0.1728
(Q=K!=V)+,REVERSE,64,2,2,64,2,0.1820
(Q=K!=V)+,REVERSE,64,2,2,128,1,0.1012
(Q=K!=V)+,REVERSE,64,2,4,16,0,0.9976
(Q=K!=V)+,REVERSE,64,2,4,16,2,1.0000
(Q=K!=V)+,REVERSE,64,2,4,64,1,0.1147
(Q=K!=V)+,REVERSE,64,2,4,128,0,0.1011
(Q=K!=V)+,REVERSE,64,2,4,128,2,0.1011
(Q=K!=V)+,REVERSE,64,4,2,16,1,1.0000
(Q=K!=V)+,REVERSE,64,4,2,64,0,0.1180
(Q=K!=V)+,REVERSE,64,4,2,64,2,0.1101
(Q=K!=V)+,REVERSE,64,4,2,128,1,0.1014
(Q=K!=V)+,REVERSE,64,4,4,16,0,1.0000
(Q=K!=V)+,REVERSE,64,4,4,16,2,1.0000
(Q=K!=V)+,REVERSE,64,4,4,64,1,0.1118
(Q=K!=V)+,REVERSE,64,4,4,128,0,0.1019
(Q=K!=V)+,REVERSE,64,4,4,128,2,0.1013
(Q=K!=V)+,REVERSE,256,2,2,16,1,1.0000
(Q=K!=V)+,REVERSE,256,2,2,64,0,1.0000
(Q=K!=V)+,REVERSE,256,2,2,64,2,1.0000
(Q=K!=V)+,REVERSE,256,2,2,128,1,1.0000
(Q=K!=V)+,REVERSE,256,2,4,16,0,1.0000
(Q=K!=V)+,REVERSE,256,2,4,16,2,1.0000
(Q=K!=V)+,REVERSE,256,2,4,64,1,1.0000
(Q=K!=V)+,REVERSE,256,2,4,128,0,1.0000
(Q=K!=V)+,REVERSE,256,2,4,128,2,1.0000
(Q=K!=V)+,REVERSE,256,4,2,16,1,1.0000
(Q=K!=V)+,REVERSE,256,4,2,64,0,1.0000
(Q=K!=V)+,REVERSE,256,4,2,64,2,1.0000
(Q=K!=V)+,REVERSE,256,4,2,128,1,1.0000
(Q=K!=V)+,REVERSE,256,4,4,16,0,1.0000
(Q=K!=V)+,REVERSE,256,4,4,16,2,1.0000
(Q=K!=V)+,REVERSE,256,4,4,64,1,1.0000
(Q=K!=V)+,REVERSE,256,4,4,128,0,1.0000
(Q=K!=V)+,REVERSE,256,4,4,128,2,1.0000
(Q=K!=V)+,SORT,32,2,2,16,1,0.4790
(Q=K!=V)+,SORT,32,2,2,64,0,0.6382
(Q=K!=V)+,SORT,32,2,2,64,2,0.6416
(Q=K!=V)+,SORT,32,2,2,128,1,0.7310
(Q=K!=V)+,SORT,32,2,4,16,0,0.4578
(Q=K!=V)+,SORT,32,2,4,16,2,0.4784
(Q=K!=V)+,SORT,32,2,4,64,1,0.6390
(Q=K!=V)+,SORT,32,2,4,128,0,0.7320
(Q=K!=V)+,SORT,32,2,4,128,2,0.7317
(Q=K!=V)+,SORT,32,4,2,16,1,0.5833
(Q=K!=V)+,SORT,32,4,2,64,0,0.6469
(Q=K!=V)+,SORT,32,4,2,64,2,0.6493
(Q=K!=V)+,SORT,32,4,2,128,1,0.7391
(Q=K!=V)+,SORT,32,4,4,16,0,0.5230
(Q=K!=V)+,SORT,32,4,4,16,2,0.6328
(Q=K!=V)+,SORT,32,4,4,64,1,0.6509
(Q=K!=V)+,SORT,32,4,4,128,0,0.7350
(Q=K!=V)+,SORT,32,4,4,128,2,0.7360
(Q=K!=V)+,SORT,64,2,2,16,1,0.6600
(Q=K!=V)+,SORT,64,2,2,64,0,0.6888
(Q=K!=V)+,SORT,64,2,2,64,2,0.6696
(Q=K!=V)+,SORT,64,2,2,128,1,0.7403
(Q=K!=V)+,SORT,64,2,4,16,0,0.7132
(Q=K!=V)+,SORT,64,2,4,16,2,0.6875
(Q=K!=V)+,SORT,64,2,4,64,1,0.6627
(Q=K!=V)+,SORT,64,2,4,128,0,0.7481
(Q=K!=V)+,SORT,64,2,4,128,2,0.7396
(Q=K!=V)+,SORT,64,4,2,16,1,0.8248
(Q=K!=V)+,SORT,64,4,2,64,0,0.7715
(Q=K!=V)+,SORT,64,4,2,64,2,0.7799
(Q=K!=V)+,SORT,64,4,2,128,1,0.7889
(Q=K!=V)+,SORT,64,4,4,16,0,0.7847
(Q=K!=V)+,SORT,64,4,4,16,2,0.8445
(Q=K!=V)+,SORT,64,4,4,64,1,0.7618
(Q=K!=V)+,SORT,64,4,4,128,0,0.8193
(Q=K!=V)+,SORT,64,4,4,128,2,0.7858
(Q=K!=V)+,SORT,256,2,2,16,1,0.9937
(Q=K!=V)+,SORT,256,2,2,64,0,0.8839
(Q=K!=V)+,SORT,256,2,2,64,2,0.8798
(Q=K!=V)+,SORT,256,2,2,128,1,0.8993
(Q=K!=V)+,SORT,256,2,4,16,0,0.9916
(Q=K!=V)+,SORT,256,2,4,16,2,0.9944
(Q=K!=V)+,SORT,256,2,4,64,1,0.8737
(Q=K!=V)+,SORT,256,2,4,128,0,0.9117
(Q=K!=V)+,SORT,256,2,4,128,2,0.9085
(Q=K!=V)+,SORT,256,4,2,16,1,0.9967
(Q=K!=V)+,SORT,256,4,2,64,0,0.8774
(Q=K!=V)+,SORT,256,4,2,64,2,0.8852
(Q=K!=V)+,SORT,256,4,2,128,1,0.8975
(Q=K!=V)+,SORT,256,4,4,16,0,0.9940
(Q=K!=V)+,SORT,256,4,4,16,2,0.9949
(Q=K!=V)+,SORT,256,4,4,64,1,0.8839
(Q=K!=V)+,SORT,256,4,4,128,0,0.9065
(Q=K!=V)+,SORT,256,4,4,128,2,0.9016
(Q=K!=V)+,SUB,32,2,2,16,1,1.0000
(Q=K!=V)+,SUB,32,2,2,64,0,0.9738
(Q=K!=V)+,SUB,32,2,2,64,2,0.9794
(Q=K!=V)+,SUB,32,2,2,128,1,0.9043
(Q=K!=V)+,SUB,32,2,4,16,0,1.0000
(Q=K!=V)+,SUB,32,2,4,16,2,1.0000
(Q=K!=V)+,SUB,32,2,4,64,1,0.9855
(Q=K!=V)+,SUB,32,2,4,128,0,0.9032
(Q=K!=V)+,SUB,32,2,4,128,2,0.8929
(Q=K!=V)+,SUB,32,4,2,16,1,1.0000
(Q=K!=V)+,SUB,32,4,2,64,0,0.9986
(Q=K!=V)+,SUB,32,4,2,64,2,0.9969
(Q=K!=V)+,SUB,32,4,2,128,1,0.9888
(Q=K!=V)+,SUB,32,4,4,16,0,1.0000
(Q=K!=V)+,SUB,32,4,4,16,2,1.0000
(Q=K!=V)+,SUB,32,4,4,64,1,1.0000
(Q=K!=V)+,SUB,32,4,4,128,0,0.9955
(Q=K!=V)+,SUB,32,4,4,128,2,0.9781
(Q=K!=V)+,SUB,64,2,2,16,1,1.0000
(Q=K!=V)+,SUB,64,2,2,64,0,1.0000
(Q=K!=V)+,SUB,64,2,2,64,2,1.0000
(Q=K!=V)+,SUB,64,2,2,128,1,1.0000
(Q=K!=V)+,SUB,64,2,4,16,0,1.0000
(Q=K!=V)+,SUB,64,2,4,16,2,1.0000
(Q=K!=V)+,SUB,64,2,4,64,1,1.0000
(Q=K!=V)+,SUB,64,2,4,128,0,1.0000
(Q=K!=V)+,SUB,64,2,4,128,2,1.0000
(Q=K!=V)+,SUB,64,4,2,16,1,1.0000
(Q=K!=V)+,SUB,64,4,2,64,0,1.0000
(Q=K!=V)+,SUB,64,4,2,64,2,1.0000
(Q=K!=V)+,SUB,64,4,2,128,1,1.0000
(Q=K!=V)+,SUB,64,4,4,16,0,1.0000
(Q=K!=V)+,SUB,64,4,4,16,2,1.0000
(Q=K!=V)+,SUB,64,4,4,64,1,1.0000
(Q=K!=V)+,SUB,64,4,4,128,0,1.0000
(Q=K!=V)+,SUB,64,4,4,128,2,1.0000
(Q=K!=V)+,SUB,256,2,2,16,1,1.0000
(Q=K!=V)+,SUB,256,2,2,64,0,1.0000
(Q=K!=V)+,SUB,256,2,2,64,2,1.0000
(Q=K!=V)+,SUB,256,2,2,128,1,1.0000
(Q=K!=V)+,SUB,256,2,4,16,0,1.0000
(Q=K!=V)+,SUB,256,2,4,16,2,1.0000
(Q=K!=V)+,SUB,256,2,4,64,1,1.0000
(Q=K!=V)+,SUB,256,2,4,128,0,1.0000
(Q=K!=V)+,SUB,256,2,4,128,2,1.0000
(Q=K!=V)+,SUB,256,4,2,16,1,1.0000
(Q=K!=V)+,SUB,256,4,2,64,0,1.0000
(Q=K!=V)+,SUB,256,4,2,64,2,1.0000
(Q=K!=V)+,SUB,256,4,2,128,1,1.0000
(Q=K!=V)+,SUB,256,4,4,16,0,1.0000
(Q=K!=V)+,SUB,256,4,4,16,2,1.0000
(Q=K!=V)+,SUB,256,4,4,64,1,1.0000
(Q=K!=V)+,SUB,256,4,4,128,0,1.0000
(Q=K!=V)+,SUB,256,4,4,128,2,1.0000
(Q=K!=V)+,SWAP,32,2,2,16,1,0.4492
(Q=K!=V)+,SWAP,32,2,2,64,0,0.1014
(Q=K!=V)+,SWAP,32,2,2,64,2,0.1030
(Q=K!=V)+,SWAP,32,2,2,128,1,0.0997
(Q=K!=V)+,SWAP,32,2,4,16,0,0.1538
(Q=K!=V)+,SWAP,32,2,4,16,2,0.4181
(Q=K!=V)+,SWAP,32,2,4,64,1,0.1021
(Q=K!=V)+,SWAP,32,2,4,128,0,0.0995
(Q=K!=V)+,SWAP,32,2,4,128,2,0.1005
(Q=K!=V)+,SWAP,32,4,2,16,1,0.1749
(Q=K!=V)+,SWAP,32,4,2,64,0,0.1013
(Q=K!=V)+,SWAP,32,4,2,64,2,0.1022
(Q=K!=V)+,SWAP,32,4,2,128,1,0.1002
(Q=K!=V)+,SWAP,32,4,4,16,0,0.2509
(Q=K!=V)+,SWAP,32,4,4,16,2,0.3172
(Q=K!=V)+,SWAP,32,4,4,64,1,0.1025
(Q=K!=V)+,SWAP,32,4,4,128,0,0.1001
(Q=K!=V)+,SWAP,32,4,4,128,2,0.1007
(Q=K!=V)+,SWAP,64,2,2,16,1,1.0000
(Q=K!=V)+,SWAP,64,2,2,64,0,0.1650
(Q=K!=V)+,SWAP,64,2,2,64,2,0.2101
(Q=K!=V)+,SWAP,64,2,2,128,1,0.1013
(Q=K!=V)+,SWAP,64,2,4,16,0,0.9998
(Q=K!=V)+,SWAP,64,2,4,16,2,1.0000
(Q=K!=V)+,SWAP,64,2,4,64,1,0.1322
(Q=K!=V)+,SWAP,64,2,4,128,0,0.1028
(Q=K!=V)+,SWAP,64,2,4,128,2,0.1010
(Q=K!=V)+,SWAP,64,4,2,16,1,1.0000
(Q=K!=V)+,SWAP,64,4,2,64,0,0.1165
(Q=K!=V)+,SWAP,64,4,2,64,2,0.1108
(Q=K!=V)+,SWAP,64,4,2,128,1,0.1016
(Q=K!=V)+,SWAP,64,4,4,16,0,1.0000
(Q=K!=V)+,SWAP,64,4,4,16,2,1.0000
(Q=K!=V)+,SWAP,64,4,4,64,1,0.1133
(Q=K!=V)+,SWAP,64,4,4,128,0,0.1017
(Q=K!=V)+,SWAP,64,4,4,128,2,0.1024
(Q=K!=V)+,SWAP,256,2,2,16,1,1.0000
(Q=K!=V)+,SWAP,256,2,2,64,0,1.0000
(Q=K!=V)+,SWAP,256,2,2,64,2,1.0000
(Q=K!=V)+,SWAP,256,2,2,128,1,1.0000
(Q=K!=V)+,SWAP,256,2,4,16,0,1.0000
(Q=K!=V)+,SWAP,256,2,4,16,2,1.0000
(Q=K!=V)+,SWAP,256,2,4,64,1,1.0000
(Q=K!=V)+,SWAP,256,2,4,128,0,1.0000
(Q=K!=V)+,SWAP,256,2,4,128,2,1.0000
(Q=K!=V)+,SWAP,256,4,2,16,1,1.0000
(Q=K!=V)+,SWAP,256,4,2,64,0,1.0000
(Q=K!=V)+,SWAP,256,4,2,64,2,1.0000
(Q=K!=V)+,SWAP,256,4,2,128,1,1.0000
(Q=K!=V)+,SWAP,256,4,4,16,0,1.0000
(Q=K!=V)+,SWAP,256,4,4,16,2,1.0000
(Q=K!=V)+,SWAP,256,4,4,64,1,1.0000
(Q=K!=V)+,SWAP,256,4,4,128,0,1.0000
(Q=K!=V)+,SWAP,256,4,4,128,2,1.0000
(Q=K!=V)+,COPY,32,2,2,16,1,1.0000
(Q=K!=V)+,COPY,32,2,2,64,0,0.9728
(Q=K!=V)+,COPY,32,2,2,64,2,0.9683
(Q=K!=V)+,COPY,32,2,2,128,1,0.8897
(Q=K!=V)+,COPY,32,2,4,16,0,1.0000
(Q=K!=V)+,COPY,32,2,4,16,2,1.0000
(Q=K!=V)+,COPY,32,2,4,64,1,0.9617
(Q=K!=V)+,COPY,32,2,4,128,0,0.8826
(Q=K!=V)+,COPY,32,2,4,128,2,0.8804
(Q=K!=V)+,COPY,32,4,2,16,1,1.0000
(Q=K!=V)+,COPY,32,4,2,64,0,1.0000
(Q=K!=V)+,COPY,32,4,2,64,2,1.0000
(Q=K!=V)+,COPY,32,4,2,128,1,0.9796
(Q=K!=V)+,COPY,32,4,4,16,0,1.0000
(Q=K!=V)+,COPY,32,4,4,16,2,1.0000
(Q=K!=V)+,COPY,32,4,4,64,1,1.0000
(Q=K!=V)+,COPY,32,4,4,128,0,0.9855
(Q=K!=V)+,COPY,32,4,4,128,2,0.9801
(Q=K!=V)+,COPY,64,2,2,16,1,1.0000
(Q=K!=V)+,COPY,64,2,2,64,0,1.0000
(Q=K!=V)+,COPY,64,2,2,64,2,1.0000
(Q=K!=V)+,COPY,64,2,2,128,1,1.0000
(Q=K!=V)+,COPY,64,2,4,16,0,1.0000
(Q=K!=V)+,COPY,64,2,4,16,2,1.0000
(Q=K!=V)+,COPY,64,2,4,64,1,1.0000
(Q=K!=V)+,COPY,64,2,4,128,0,1.0000
(Q=K!=V)+,COPY,64,2,4,128,2,1.0000
(Q=K!=V)+,COPY,64,4,2,16,1,1.0000
(Q=K!=V)+,COPY,64,4,2,64,0,1.0000
(Q=K!=V)+,COPY,64,4,2,64,2,1.0000
(Q=K!=V)+,COPY,64,4,2,128,1,1.0000
(Q=K!=V)+,COPY,64,4,4,16,0,1.0000
(Q=K!=V)+,COPY,64,4,4,16,2,1.0000
(Q=K!=V)+,COPY,64,4,4,64,1,1.0000
(Q=K!=V)+,COPY,64,4,4,128,0,1.0000
(Q=K!=V)+,COPY,64,4,4,128,2,1.0000
(Q=K!=V)+,COPY,256,2,2,16,1,1.0000
(Q=K!=V)+,COPY,256,2,2,64,0,1.0000
(Q=K!=V)+,COPY,256,2,2,64,2,1.0000
(Q=K!=V)+,COPY,256,2,2,128,1,1.0000
(Q=K!=V)+,COPY,256,2,4,16,0,1.0000
(Q=K!=V)+,COPY,256,2,4,16,2,1.0000
(Q=K!=V)+,COPY,256,2,4,64,1,1.0000
(Q=K!=V)+,COPY,256,2,4,128,0,1.0000
(Q=K!=V)+,COPY,256,2,4,128,2,1.0000
(Q=K!=V)+,COPY,256,4,2,16,1,1.0000
(Q=K!=V)+,COPY,256,4,2,64,0,1.0000
(Q=K!=V)+,COPY,256,4,2,64,2,1.0000
(Q=K!=V)+,COPY,256,4,2,128,1,1.0000
(Q=K!=V)+,COPY,256,4,4,16,0,1.0000
(Q=K!=V)+,COPY,256,4,4,16,2,1.0000
(Q=K!=V)+,COPY,256,4,4,64,1,1.0000
(Q=K!=V)+,COPY,256,4,4,128,0,1.0000
(Q=K!=V)+,COPY,256,4,4,128,2,1.0000
Q!=K=V,REVERSE,32,2,2,16,1,0.1766
Q!=K=V,REVERSE,32,2,2,64,0,0.1016
Q!=K=V,REVERSE,32,2,2,64,2,0.1009
Q!=K=V,REVERSE,32,2,2,128,1,0.0998
Q!=K=V,REVERSE,32,2,4,16,0,0.2173
Q!=K=V,REVERSE,32,2,4,16,2,0.1464
Q!=K=V,REVERSE,32,2,4,64,1,0.1016
Q!=K=V,REVERSE,32,2,4,128,0,0.1008
Q!=K=V,REVERSE,32,2,4,128,2,0.0996
Q!=K=V,REVERSE,32,4,2,16,1,0.1790
Q!=K=V,REVERSE,32,4,2,64,0,0.1013
Q!=K=V,REVERSE,32,4,2,64,2,0.1011
Q!=K=V,REVERSE,32,4,2,128,1,0.0995
Q!=K=V,REVERSE,32,4,4,16,0,0.2613
Q!=K=V,REVERSE,32,4,4,16,2,0.2299
Q!=K=V,REVERSE,32,4,4,64,1,0.1020
Q!=K=V,REVERSE,32,4,4,128,0,0.1006
Q!=K=V,REVERSE,32,4,4,128,2,0.0995
Q!=K=V,REVERSE,64,2,2,16,1,1.0000
Q!=K=V,REVERSE,64,2,2,64,0,0.1140
Q!=K=V,REVERSE,64,2,2,64,2,0.1219
Q!=K=V,REVERSE,64,2,2,128,1,0.1006
Q!=K=V,REVERSE,64,2,4,16,0,0.9999
Q!=K=V,REVERSE,64,2,4,16,2,1.0000
Q!=K=V,REVERSE,64,2,4,64,1,0.1062
Q!=K=V,REVERSE,64,2,4,128,0,0.1003
Q!=K=V,REVERSE,64,2,4,128,2,0.1019
Q!=K=V,REVERSE,64,4,2,16,1,1.0000
Q!=K=V,REVERSE,64,4,2,64,0,0.1076
Q!=K=V,REVERSE,64,4,2,64,2,0.1099
Q!=K=V,REVERSE,64,4,2,128,1,0.1010
Q!=K=V,REVERSE,64,4,4,16,0,1.0000
Q!=K=V,REVERSE,64,4,4,16,2,1.0000
Q!=K=V,REVERSE,64,4,4,64,1,0.1065
Q!=K=V,REVERSE,64,4,4,128,0,0.1023
Q!=K=V,REVERSE,64,4,4,128,2,0.1012
Q!=K=V,REVERSE,256,2,2,16,1,1.0000
Q!=K=V,REVERSE,256,2,2,64,0,1.0000
Q!=K=V,REVERSE,256,2,2,64,2,1.0000
Q!=K=V,REVERSE,256,2,2,128,1,1.0000
Q!=K=V,REVERSE,256,2,4,16,0,1.0000
Q!=K=V,REVERSE,256,2,4,16,2,1.0000
Q!=K=V,REVERSE,256,2,4,64,1,1.0000
Q!=K=V,REVERSE,256,2,4,128,0,1.0000
Q!=K=V,REVERSE,256,2,4,128,2,1.0000
Q!=K=V,REVERSE,256,4,2,16,1,1.0000
Q!=K=V,REVERSE,256,4,2,64,0,1.0000
Q!=K=V,REVERSE,256,4,2,64,2,1.0000
Q!=K=V,REVERSE,256,4,2,128,1,1.0000
Q!=K=V,REVERSE,256,4,4,16,0,1.0000
Q!=K=V,REVERSE,256,4,4,16,2,1.0000
Q!=K=V,REVERSE,256,4,4,64,1,1.0000
Q!=K=V,REVERSE,256,4,4,128,0,0.9118
Q!=K=V,REVERSE,256,4,4,128,2,0.9712
Q!=K=V,SORT,32,2,2,16,1,0.4529
Q!=K=V,SORT,32,2,2,64,0,0.6370
Q!=K=V,SORT,32,2,2,64,2,0.6393
Q!=K=V,SORT,32,2,2,128,1,0.7318
Q!=K=V,SORT,32,2,4,16,0,0.4465
Q!=K=V,SORT,32,2,4,16,2,0.4606
Q!=K=V,SORT,32,2,4,64,1,0.6435
Q!=K=V,SORT,32,2,4,128,0,0.7333
Q!=K=V,SORT,32,2,4,128,2,0.7328
Q!=K=V,SORT,32,4,2,16,1,0.5852
Q!=K=V,SORT,32,4,2,64,0,0.6423
Q!=K=V,SORT,32,4,2,64,2,0.6477
Q!=K=V,SORT,32,4,2,128,1,0.7384
Q!=K=V,SORT,32,4,4,16,0,0.4950
Q!=K=V,SORT,32,4,4,16,2,0.5899
Q!=K=V,SORT,32,4,4,64,1,0.6500
Q!=K=V,SORT,32,4,4,128,0,0.7356
Q!=K=V,SORT,32,4,4,128,2,0.7362
Q!=K=V,SORT,64,2,2,16,1,0.5591
Q!=K=V,SORT,64,2,2,64,0,0.6643
Q!=K=V,SORT,64,2,2,64,2,0.6578
Q!=K=V,SORT,64,2,2,128,1,0.7424
Q!=K=V,SORT,64,2,4,16,0,0.6154
Q!=K=V,SORT,64,2,4,16,2,0.5598
Q!=K=V,SORT,64,2,4,64,1,0.6549
Q!=K=V,SORT,64,2,4,128,0,0.7410
Q!=K=V,SORT,64,2,4,128,2,0.7405
Q!=K=V,SORT,64,4,2,16,1,0.7460
Q!=K=V,SORT,64,4,2,64,0,0.7518
Q!=K=V,SORT,64,4,2,64,2,0.7258
Q!=K=V,SORT,64,4,2,128,1,0.7594
Q!=K=V,SORT,64,4,4,16,0,0.7522
Q!=K=V,SORT,64,4,4,16,2,0.7637
Q!=K=V,SORT,64,4,4,64,1,0.7066
Q!=K=V,SORT,64,4,4,128,0,0.7831
Q!=K=V,SORT,64,4,4,128,2,0.7752
Q!=K=V,SORT,256,2,2,16,1,0.9537
Q!=K=V,SORT,256,2,2,64,0,0.8518
Q!=K=V,SORT,256,2,2,64,2,0.8361
Q!=K=V,SORT,256,2,2,128,1,0.8786
Q!=K=V,SORT,256,2,4,16,0,0.9636
Q!=K=V,SORT,256,2,4,16,2,0.9846
Q!=K=V,SORT,256,2,4,64,1,0.8595
Q!=K=V,SORT,256,2,4,128,0,0.8842
Q!=K=V,SORT,256,2,4,128,2,0.8797
Q!=K=V,SORT,256,4,2,16,1,0.9907
Q!=K=V,SORT,256,4,2,64,0,0.8508
Q!=K=V,SORT,256,4,2,64,2,0.8696
Q!=K=V,SORT,256,4,2,128,1,0.8981
Q!=K=V,SORT,256,4,4,16,0,0.9933
Q!=K=V,SORT,256,4,4,16,2,0.9842
Q!=K=V,SORT,256,4,4,64,1,0.8661
Q!=K=V,SORT,256,4,4,128,0,0.8970
Q!=K=V,SORT,256,4,4,128,2,0.8969
Q!=K=V,SUB,32,2,2,16,1,1.0000
Q!=K=V,SUB,32,2,2,64,0,0.9690
Q!=K=V,SUB,32,2,2,64,2,0.9641
Q!=K=V,SUB,32,2,2,128,1,0.8951
Q!=K=V,SUB,32,2,4,16,0,1.0000
Q!=K=V,SUB,32,2,4,16,2,1.0000
Q!=K=V,SUB,32,2,4,64,1,0.9717
Q!=K=V,SUB,32,2,4,128,0,0.8968
Q!=K=V,SUB,32,2,4,128,2,0.8818
Q!=K=V,SUB,32,4,2,16,1,1.0000
Q!=K=V,SUB,32,4,2,64,0,1.0000
Q!=K=V,SUB,32,4,2,64,2,0.9937
Q!=K=V,SUB,32,4,2,128,1,0.9935
Q!=K=V,SUB,32,4,4,16,0,1.0000
Q!=K=V,SUB,32,4,4,16,2,1.0000
Q!=K=V,SUB,32,4,4,64,1,1.0000
Q!=K=V,SUB,32,4,4,128,0,0.9930
Q!=K=V,SUB,32,4,4,128,2,0.9842
Q!=K=V,SUB,64,2,2,16,1,1.0000
Q!=K=V,SUB,64,2,2,64,0,1.0000
Q!=K=V,SUB,64,2,2,64,2,1.0000
Q!=K=V,SUB,64,2,2,128,1,1.0000
Q!=K=V,SUB,64,2,4,16,0,1.0000
Q!=K=V,SUB,64,2,4,16,2,1.0000
Q!=K=V,SUB,64,2,4,64,1,1.0000
Q!=K=V,SUB,64,2,4,128,0,1.0000
Q!=K=V,SUB,64,2,4,128,2,1.0000
Q!=K=V,SUB,64,4,2,16,1,1.0000
Q!=K=V,SUB,64,4,2,64,0,1.0000
Q!=K=V,SUB,64,4,2,64,2,1.0000
Q!=K=V,SUB,64,4,2,128,1,1.0000
Q!=K=V,SUB,64,4,4,16,0,1.0000
Q!=K=V,SUB,64,4,4,16,2,1.0000
Q!=K=V,SUB,64,4,4,64,1,1.0000
Q!=K=V,SUB,64,4,4,128,0,1.0000
Q!=K=V,SUB,64,4,4,128,2,1.0000
Q!=K=V,SUB,256,2,2,16,1,1.0000
Q!=K=V,SUB,256,2,2,64,0,1.0000
Q!=K=V,SUB,256,2,2,64,2,1.0000
Q!=K=V,SUB,256,2,2,128,1,1.0000
Q!=K=V,SUB,256,2,4,16,0,1.0000
Q!=K=V,SUB,256,2,4,16,2,1.0000
Q!=K=V,SUB,256,2,4,64,1,1.0000
Q!=K=V,SUB,256,2,4,128,0,1.0000
Q!=K=V,SUB,256,2,4,128,2,1.0000
Q!=K=V,SUB,256,4,2,16,1,1.0000
Q!=K=V,SUB,256,4,2,64,0,1.0000
Q!=K=V,SUB,256,4,2,64,2,1.0000
Q!=K=V,SUB,256,4,2,128,1,1.0000
Q!=K=V,SUB,256,4,4,16,0,1.0000
Q!=K=V,SUB,256,4,4,16,2,1.0000
Q!=K=V,SUB,256,4,4,64,1,1.0000
Q!=K=V,SUB,256,4,4,128,0,1.0000
Q!=K=V,SUB,256,4,4,128,2,1.0000
Q!=K=V,SWAP,32,2,2,16,1,0.1894
Q!=K=V,SWAP,32,2,2,64,0,0.1015
Q!=K=V,SWAP,32,2,2,64,2,0.1010
Q!=K=V,SWAP,32,2,2,128,1,0.0999
Q!=K=V,SWAP,32,2,4,16,0,0.1714
Q!=K=V,SWAP,32,2,4,16,2,0.1585
Q!=K=V,SWAP,32,2,4,64,1,0.1001
Q!=K=V,SWAP,32,2,4,128,0,0.0999
Q!=K=V,SWAP,32,2,4,128,2,0.1007
Q!=K=V,SWAP,32,4,2,16,1,0.1811
Q!=K=V,SWAP,32,4,2,64,0,0.1002
Q!=K=V,SWAP,32,4,2,64,2,0.1017
Q!=K=V,SWAP,32,4,2,128,1,0.1002
Q!=K=V,SWAP,32,4,4,16,0,0.2566
Q!=K=V,SWAP,32,4,4,16,2,0.2179
Q!=K=V,SWAP,32,4,4,64,1,0.1004
Q!=K=V,SWAP,32,4,4,128,0,0.1003
Q!=K=V,SWAP,32,4,4,128,2,0.1002
Q!=K=V,SWAP,64,2,2,16,1,1.0000
Q!=K=V,SWAP,64,2,2,64,0,0.1136
Q!=K=V,SWAP,64,2,2,64,2,0.1222
Q!=K=V,SWAP,64,2,2,128,1,0.1016
Q!=K=V,SWAP,64,2,4,16,0,0.9999
Q!=K=V,SWAP,64,2,4,16,2,1.0000
Q!=K=V,SWAP,64,2,4,64,1,0.1048
Q!=K=V,SWAP,64,2,4,128,0,0.1011
Q!=K=V,SWAP,64,2,4,128,2,0.1016
Q!=K=V,SWAP,64,4,2,16,1,1.0000
Q!=K=V,SWAP,64,4,2,64,0,0.1086
Q!=K=V,SWAP,64,4,2,64,2,0.1146
Q!=K=V,SWAP,64,4,2,128,1,0.1009
Q!=K=V,SWAP,64,4,4,16,0,1.0000
Q!=K=V,SWAP,64,4,4,16,2,1.0000
Q!=K=V,SWAP,64,4,4,64,1,0.1060
Q!=K=V,SWAP,64,4,4,128,0,0.1013
Q!=K=V,SWAP,64,4,4,128,2,0.1020
Q!=K=V,SWAP,256,2,2,16,1,1.0000
Q!=K=V,SWAP,256,2,2,64,0,1.0000
Q!=K=V,SWAP,256,2,2,64,2,1.0000
Q!=K=V,SWAP,256,2,2,128,1,1.0000
Q!=K=V,SWAP,256,2,4,16,0,1.0000
Q!=K=V,SWAP,256,2,4,16,2,1.0000
Q!=K=V,SWAP,256,2,4,64,1,1.0000
Q!=K=V,SWAP,256,2,4,128,0,1.0000
Q!=K=V,SWAP,256,2,4,128,2,1.0000
Q!=K=V,SWAP,256,4,2,16,1,1.0000
Q!=K=V,SWAP,256,4,2,64,0,1.0000
