task,variant,step,loss_mean
REVERSE,(Q=K=V)+,252,1.67544
REVERSE,(Q=K=V)+,253,1.65884
REVERSE,(Q=K=V)+,254,1.64287
REVERSE,(Q=K=V)+,255,1.62787
REVERSE,(Q=K=V)+,256,1.61081
REVERSE,(Q=K=V)+,257,1.60364
REVERSE,(Q=K=V)+,258,1.59592
REVERSE,(Q=K=V)+,259,1.58722
REVERSE,(Q=K=V)+,260,1.57789
REVERSE,(Q=K=V)+,261,1.57257
REVERSE,(Q=K=V)+,262,1.56496
REVERSE,(Q=K=V)+,263,1.56330
REVERSE,(Q=K=V)+,264,1.55774
REVERSE,(Q=K=V)+,265,1.55024
REVERSE,(Q=K=V)+,266,1.54644
REVERSE,(Q=K=V)+,267,1.53918
REVERSE,(Q=K=V)+,268,1.53372
REVERSE,(Q=K=V)+,269,1.53273
REVERSE,(Q=K=V)+,270,1.52657
REVERSE,(Q=K=V)+,271,1.52413
REVERSE,(Q=K=V)+,272,1.51602
REVERSE,(Q=K=V)+,273,1.51322
REVERSE,(Q=K=V)+,274,1.50837
REVERSE,(Q=K=V)+,275,1.50584
REVERSE,(Q=K=V)+,276,1.50174
REVERSE,(Q=K=V)+,277,1.49462
REVERSE,(Q=K=V)+,278,1.48831
REVERSE,(Q=K=V)+,279,1.48610
REVERSE,(Q=K=V)+,280,1.47571
REVERSE,(Q=K=V)+,281,1.47242
REVERSE,(Q=K=V)+,282,1.46444
REVERSE,(Q=K=V)+,283,1.45416
REVERSE,(Q=K=V)+,284,1.44579
REVERSE,(Q=K=V)+,285,1.43470
REVERSE,(Q=K=V)+,286,1.42550
REVERSE,(Q=K=V)+,287,1.41383
REVERSE,(Q=K=V)+,288,1.39670
REVERSE,(Q=K=V)+,289,1.38373
REVERSE,(Q=K=V)+,290,1.36729
REVERSE,(Q=K=V)+,291,1.34881
REVERSE,(Q=K=V)+,292,1.33150
REVERSE,(Q=K=V)+,293,1.31539
REVERSE,(Q=K=V)+,294,1.29701
REVERSE,(Q=K=V)+,295,1.27551
REVERSE,(Q=K=V)+,296,1.25034
REVERSE,(Q=K=V)+,297,1.23109
REVERSE,(Q=K=V)+,298,1.21252
REVERSE,(Q=K=V)+,299,1.19232
REVERSE,(Q=K=V)+,300,1.16456
REVERSE,(Q=K=V)+,301,1.14897
REVERSE,(Q=K=V)+,302,1.12793
REVERSE,(Q=K=V)+,303,1.10504
REVERSE,(Q=K=V)+,304,1.08456
REVERSE,(Q=K=V)+,305,1.06740
REVERSE,(Q=K=V)+,306,1.05116
REVERSE,(Q=K=V)+,307,1.03247
REVERSE,(Q=K=V)+,308,1.02099
REVERSE,(Q=K=V)+,309,1.00375
REVERSE,(Q=K=V)+,310,0.99472
REVERSE,(Q=K=V)+,311,0.97869
REVERSE,(Q=K=V)+,312,0.97173
REVERSE,(Q=K=V)+,313,0.96091
REVERSE,(Q=K=V)+,314,0.94942
REVERSE,(Q=K=V)+,315,0.94907
REVERSE,(Q=K=V)+,316,0.94040
REVERSE,(Q=K=V)+,317,0.93400
REVERSE,(Q=K=V)+,318,0.92498
REVERSE,(Q=K=V)+,319,0.92189
REVERSE,(Q=K=V)+,320,0.91430
REVERSE,(Q=K=V)+,321,0.90534
REVERSE,(Q=K=V)+,322,0.89317
REVERSE,(Q=K=V)+,323,0.88036
REVERSE,(Q=K=V)+,324,0.87338
REVERSE,(Q=K=V)+,325,0.85974
REVERSE,(Q=K=V)+,326,0.84942
REVERSE,(Q=K=V)+,327,0.84088
REVERSE,(Q=K=V)+,328,0.82653
REVERSE,(Q=K=V)+,329,0.81287
REVERSE,(Q=K=V)+,330,0.80384
REVERSE,(Q=K=V)+,331,0.79007
REVERSE,(Q=K=V)+,332,0.78215
REVERSE,(Q=K=V)+,333,0.77499
REVERSE,(Q=K=V)+,334,0.76532
REVERSE,(Q=K=V)+,335,0.75942
REVERSE,(Q=K=V)+,336,0.75258
REVERSE,(Q=K=V)+,337,0.74758
REVERSE,(Q=K=V)+,338,0.73953
REVERSE,(Q=K=V)+,339,0.73417
REVERSE,(Q=K=V)+,340,0.72723
REVERSE,(Q=K=V)+,341,0.72112
REVERSE,(Q=K=V)+,342,0.71240
REVERSE,(Q=K=V)+,343,0.70806
REVERSE,(Q=K=V)+,344,0.69839
REVERSE,(Q=K=V)+,345,0.69108
REVERSE,(Q=K=V)+,346,0.68093
REVERSE,(Q=K=V)+,347,0.67298
REVERSE,(Q=K=V)+,348,0.66567
REVERSE,(Q=K=V)+,349,0.65200
REVERSE,(Q=K=V)+,350,0.64150
REVERSE,(Q=K=V)+,351,0.62827
REVERSE,(Q=K=V)+,352,0.61848
REVERSE,(Q=K=V)+,353,0.60342
REVERSE,(Q=K=V)+,354,0.58780
REVERSE,(Q=K=V)+,355,0.57596
REVERSE,(Q=K=V)+,356,0.56423
REVERSE,(Q=K=V)+,357,0.54424
REVERSE,(Q=K=V)+,358,0.52752
REVERSE,(Q=K=V)+,359,0.51312
REVERSE,(Q=K=V)+,360,0.49513
REVERSE,(Q=K=V)+,361,0.47761
REVERSE,(Q=K=V)+,362,0.46198
REVERSE,(Q=K=V)+,363,0.44618
REVERSE,(Q=K=V)+,364,0.42316
REVERSE,(Q=K=V)+,365,0.40495
REVERSE,(Q=K=V)+,366,0.38727
REVERSE,(Q=K=V)+,367,0.37146
REVERSE,(Q=K=V)+,368,0.35574
REVERSE,(Q=K=V)+,369,0.33775
REVERSE,(Q=K=V)+,370,0.31915
REVERSE,(Q=K=V)+,371,0.30616
REVERSE,(Q=K=V)+,372,0.28494
REVERSE,(Q=K=V)+,373,0.27169
REVERSE,(Q=K=V)+,374,0.25480
REVERSE,(Q=K=V)+,375,0.23835
REVERSE,(Q=K=V)+,376,0.22414
REVERSE,(Q=K=V)+,377,0.20643
REVERSE,(Q=K=V)+,378,0.19286
REVERSE,(Q=K=V)+,379,0.18278
REVERSE,(Q=K=V)+,380,0.16985
REVERSE,(Q=K=V)+,381,0.15456
REVERSE,(Q=K=V)+,382,0.14619
REVERSE,(Q=K=V)+,383,0.13470
REVERSE,(Q=K=V)+,384,0.12651
REVERSE,(Q=K=V)+,385,0.12071
REVERSE,(Q=K=V)+,386,0.10897
REVERSE,(Q=K=V)+,387,0.09899
REVERSE,(Q=K=V)+,388,0.09501
REVERSE,(Q=K=V)+,389,0.08763
REVERSE,(Q=K=V)+,390,0.08249
REVERSE,(Q=K=V)+,391,0.07804
REVERSE,(Q=K=V)+,392,0.07440
REVERSE,(Q=K=V)+,393,0.06899
REVERSE,(Q=K=V)+,394,0.06586
REVERSE,(Q=K=V)+,395,0.06243
REVERSE,(Q=K=V)+,396,0.05869
REVERSE,(Q=K=V)+,397,0.05271
REVERSE,(Q=K=V)+,398,0.05021
REVERSE,(Q=K=V)+,399,0.04540
REVERSE,(Q=K=V)+,400,0.04360
REVERSE,(Q=K=V)+,401,0.04016
REVERSE,(Q=K=V)+,402,0.03568
REVERSE,(Q=K=V)+,403,0.03533
REVERSE,(Q=K=V)+,404,0.03319
REVERSE,(Q=K=V)+,405,0.02926
REVERSE,(Q=K=V)+,406,0.02946
REVERSE,(Q=K=V)+,407,0.02674
REVERSE,(Q=K=V)+,408,0.02552
REVERSE,(Q=K=V)+,409,0.02353
REVERSE,(Q=K=V)+,410,0.02118
REVERSE,(Q=K=V)+,411,0.02043
REVERSE,(Q=K=V)+,412,0.01860
REVERSE,(Q=K=V)+,413,0.01742
REVERSE,(Q=K=V)+,414,0.01669
REVERSE,(Q=K=V)+,415,0.01617
REVERSE,(Q=K=V)+,416,0.01478
REVERSE,(Q=K=V)+,417,0.01392
REVERSE,(Q=K=V)+,418,0.01404
REVERSE,(Q=K=V)+,419,0.01284
REVERSE,(Q=K=V)+,420,0.01263
REVERSE,(Q=K=V)+,421,0.01237
REVERSE,(Q=K=V)+,422,0.01118
REVERSE,(Q=K=V)+,423,0.01105
REVERSE,(Q=K=V)+,424,0.01069
REVERSE,(Q=K=V)+,425,0.01028
REVERSE,(Q=K=V)+,426,0.01018
REVERSE,(Q=K=V)+,427,0.00984
REVERSE,(Q=K=V)+,428,0.00923
REVERSE,(Q=K=V)+,429,0.00959
REVERSE,(Q=K=V)+,430,0.00906
REVERSE,(Q=K=V)+,431,0.00875
REVERSE,(Q=K=V)+,432,0.00864
REVERSE,(Q=K=V)+,433,0.00855
REVERSE,(Q=K=V)+,434,0.00826
REVERSE,(Q=K=V)+,435,0.00827
REVERSE,(Q=K=V)+,436,0.00787
REVERSE,(Q=K=V)+,437,0.00784
REVERSE,(Q=K=V)+,438,0.00787
REVERSE,(Q=K=V)+,439,0.00750
REVERSE,(Q=K=V)+,440,0.00720
REVERSE,(Q=K=V)+,441,0.00737
REVERSE,(Q=K=V)+,442,0.00719
REVERSE,(Q=K=V)+,443,0.00706
REVERSE,(Q=K=V)+,444,0.00695
REVERSE,(Q=K=V)+,445,0.00684
REVERSE,(Q=K=V)+,446,0.00676
REVERSE,(Q=K=V)+,447,0.00655
REVERSE,(Q=K=V)+,448,0.00645
REVERSE,(Q=K=V)+,449,0.00642
REVERSE,(Q=K=V)+,450,0.00661
REVERSE,(Q=K=V)+,451,0.00650
REVERSE,(Q=K=V)+,452,0.00641
REVERSE,(Q=K=V)+,453,0.00626
REVERSE,(Q=K=V)+,454,0.00607
REVERSE,(Q=K=V)+,455,0.00609
REVERSE,(Q=K=V)+,456,0.00605
REVERSE,(Q=K=V)+,457,0.00621
REVERSE,(Q=K=V)+,458,0.00587
REVERSE,(Q=K=V)+,459,0.00597
REVERSE,(Q=K=V)+,460,0.00592
REVERSE,(Q=K=V)+,461,0.00580
REVERSE,(Q=K=V)+,462,0.00595
REVERSE,(Q=K=V)+,463,0.00577
REVERSE,(Q=K=V)+,464,0.00577
REVERSE,(Q=K=V)+,465,0.00557
REVERSE,(Q=K=V)+,466,0.00552
REVERSE,(Q=K=V)+,467,0.00550
REVERSE,(Q=K=V)+,468,0.00548
REVERSE,(Q=K=V)+,469,0.00553
REVERSE,(Q=K=V)+,470,0.00531
REVERSE,(Q=K=V)+,471,0.00529
REVERSE,(Q=K=V)+,472,0.00534
REVERSE,(Q=K=V)+,473,0.00531
REVERSE,(Q=K=V)+,474,0.00528
REVERSE,(Q=K=V)+,475,0.00522
REVERSE,(Q=K=V)+,476,0.00531
REVERSE,(Q=K=V)+,477,0.00518
REVERSE,(Q=K=V)+,478,0.00512
REVERSE,(Q=K=V)+,479,0.00522
REVERSE,(Q=K=V)+,480,0.00503
REVERSE,(Q=K=V)+,481,0.00506
REVERSE,(Q=K=V)+,482,0.00502
REVERSE,(Q=K=V)+,483,0.00498
REVERSE,(Q=K=V)+,484,0.00496
REVERSE,(Q=K=V)+,485,0.00497
REVERSE,(Q=K=V)+,486,0.00490
REVERSE,(Q=K=V)+,487,0.00493
REVERSE,(Q=K=V)+,488,0.00479
REVERSE,(Q=K=V)+,489,0.00479
REVERSE,(Q=K=V)+,490,0.00484
REVERSE,(Q=K=V)+,491,0.00479
REVERSE,(Q=K=V)+,492,0.00473
REVERSE,(Q=K=V)+,493,0.00463
REVERSE,(Q=K=V)+,494,0.00467
REVERSE,(Q=K=V)+,495,0.00474
REVERSE,(Q=K=V)+,496,0.00475
REVERSE,(Q=K=V)+,497,0.00468
REVERSE,(Q=K=V)+,498,0.00463
REVERSE,(Q=K=V)+,499,0.00471
REVERSE,(Q=K=V)+,500,0.00457
REVERSE,(Q=K=V)+,501,0.00461
REVERSE,(Q=K=V)+,502,0.00451
REVERSE,(Q=K=V)+,503,0.00452
REVERSE,(Q=K=V)+,504,0.00437
REVERSE,(Q=K=V)+,505,0.00439
REVERSE,(Q=K=V)+,506,0.00448
REVERSE,(Q=K=V)+,507,0.00441
REVERSE,(Q=K=V)+,508,0.00435
REVERSE,(Q=K=V)+,509,0.00444
REVERSE,(Q=K=V)+,510,0.00430
REVERSE,(Q=K=V)+,511,0.00440
REVERSE,(Q=K=V)+,512,0.00431
REVERSE,(Q=K=V)+,513,0.00427
REVERSE,(Q=K=V)+,514,0.00431
REVERSE,(Q=K=V)+,515,0.00426
REVERSE,(Q=K=V)+,516,0.00420
REVERSE,(Q=K=V)+,517,0.00414
REVERSE,(Q=K=V)+,518,0.00418
REVERSE,(Q=K=V)+,519,0.00425
REVERSE,(Q=K=V)+,520,0.00416
REVERSE,(Q=K=V)+,521,0.00416
REVERSE,(Q=K=V)+,522,0.00423
REVERSE,(Q=K=V)+,523,0.00409
REVERSE,(Q=K=V)+,524,0.00411
REVERSE,(Q=K=V)+,525,0.00409
REVERSE,(Q=K=V)+,526,0.00409
REVERSE,(Q=K=V)+,527,0.00406
REVERSE,(Q=K=V)+,528,0.00410
REVERSE,(Q=K=V)+,529,0.00404
REVERSE,(Q=K=V)+,530,0.00402
REVERSE,(Q=K=V)+,531,0.00403
REVERSE,(Q=K=V)+,532,0.00399
REVERSE,(Q=K=V)+,533,0.00404
REVERSE,(Q=K=V)+,534,0.00398
REVERSE,(Q=K=V)+,535,0.00405
REVERSE,(Q=K=V)+,536,0.00389
REVERSE,(Q=K=V)+,537,0.00388
REVERSE,(Q=K=V)+,538,0.00399
REVERSE,(Q=K=V)+,539,0.00393
REVERSE,(Q=K=V)+,540,0.00389
REVERSE,(Q=K=V)+,541,0.00390
REVERSE,(Q=K=V)+,542,0.00393
REVERSE,(Q=K=V)+,543,0.00384
REVERSE,(Q=K=V)+,544,0.00396
REVERSE,(Q=K=V)+,545,0.00382
REVERSE,(Q=K=V)+,546,0.00381
REVERSE,(Q=K=V)+,547,0.00383
REVERSE,(Q=K=V)+,548,0.00385
REVERSE,(Q=K=V)+,549,0.00372
REVERSE,(Q=K=V)+,550,0.00386
REVERSE,(Q=K=V)+,551,0.00379
REVERSE,(Q=K=V)+,552,0.00375
REVERSE,(Q=K=V)+,553,0.00377
REVERSE,(Q=K=V)+,554,0.00387
REVERSE,(Q=K=V)+,555,0.00381
REVERSE,(Q=K=V)+,556,0.00374
REVERSE,(Q=K=V)+,557,0.00367
REVERSE,(Q=K=V)+,558,0.00368
REVERSE,(Q=K=V)+,559,0.00370
REVERSE,(Q=K=V)+,560,0.00370
REVERSE,(Q=K=V)+,561,0.00366
REVERSE,(Q=K=V)+,562,0.00374
REVERSE,(Q=K=V)+,563,0.00362
REVERSE,(Q=K=V)+,564,0.00364
REVERSE,(Q=K=V)+,565,0.00366
REVERSE,(Q=K=V)+,566,0.00361
REVERSE,(Q=K=V)+,567,0.00367
REVERSE,(Q=K=V)+,568,0.00360
REVERSE,(Q=K=V)+,569,0.00362
REVERSE,(Q=K=V)+,570,0.00362
REVERSE,(Q=K=V)+,571,0.00363
REVERSE,(Q=K=V)+,572,0.00359
REVERSE,(Q=K=V)+,573,0.00357
REVERSE,(Q=K=V)+,574,0.00354
REVERSE,(Q=K=V)+,575,0.00355
REVERSE,(Q=K=V)+,576,0.00352
REVERSE,(Q=K=V)+,577,0.00351
REVERSE,(Q=K=V)+,578,0.00356
REVERSE,(Q=K=V)+,579,0.00359
REVERSE,(Q=K=V)+,580,0.00352
REVERSE,(Q=K=V)+,581,0.00350
REVERSE,(Q=K=V)+,582,0.00345
REVERSE,(Q=K=V)+,583,0.00351
REVERSE,(Q=K=V)+,584,0.00344
REVERSE,(Q=K=V)+,585,0.00347
REVERSE,(Q=K=V)+,586,0.00351
REVERSE,(Q=K=V)+,587,0.00344
REVERSE,(Q=K=V)+,588,0.00345
REVERSE,(Q=K=V)+,589,0.00347
REVERSE,(Q=K=V)+,590,0.00346
REVERSE,(Q=K=V)+,591,0.00342
REVERSE,(Q=K=V)+,592,0.00344
REVERSE,(Q=K=V)+,593,0.00344
REVERSE,(Q=K=V)+,594,0.00348
REVERSE,(Q=K=V)+,595,0.00341
REVERSE,(Q=K=V)+,596,0.00345
REVERSE,(Q=K=V)+,597,0.00346
REVERSE,(Q=K=V)+,598,0.00339
REVERSE,(Q=K=V)+,599,0.00344
REVERSE,(Q=K=V)+,600,0.00359
REVERSE,(Q=K=V)+,601,0.00340
REVERSE,(Q=K=V)+,602,0.00335
REVERSE,(Q=K=V)+,603,0.00336
REVERSE,(Q=K=V)+,604,0.00335
REVERSE,(Q=K=V)+,605,0.00340
REVERSE,(Q=K=V)+,606,0.00334
REVERSE,(Q=K=V)+,607,0.00344
REVERSE,(Q=K=V)+,608,0.00339
REVERSE,(Q=K=V)+,609,0.00340
REVERSE,(Q=K=V)+,610,0.00343
REVERSE,(Q=K=V)+,611,0.00333
REVERSE,(Q=K=V)+,612,0.00334
REVERSE,(Q=K=V)+,613,0.00332
REVERSE,(Q=K=V)+,614,0.00328
REVERSE,(Q=K=V)+,615,0.00335
REVERSE,(Q=K=V)+,616,0.00327
REVERSE,(Q=K=V)+,617,0.00326
REVERSE,(Q=K=V)+,618,0.00330
REVERSE,(Q=K=V)+,619,0.00334
REVERSE,(Q=K=V)+,620,0.00336
REVERSE,(Q=K=V)+,621,0.00327
REVERSE,(Q=K=V)+,622,0.00327
REVERSE,(Q=K=V)+,623,0.00332
REVERSE,(Q=K=V)+,624,0.00327
REVERSE,(Q=K=V)+,625,0.00326
REVERSE,(Q=K=V)+,626,0.00332
REVERSE,(Q=K=V)+,627,0.00322
REVERSE,(Q=K=V)+,628,0.00330
REVERSE,(Q=K=V)+,629,0.00327
REVERSE,(Q=K=V)+,630,0.00327
REVERSE,(Q=K=V)+,631,0.00343
REVERSE,(Q=K=V)+,632,0.00326
REVERSE,(Q=K=V)+,633,0.00322
REVERSE,(Q=K=V)+,634,0.00323
REVERSE,(Q=K=V)+,635,0.00326
REVERSE,(Q=K=V)+,636,0.00325
REVERSE,(Q=K=V)+,637,0.00322
REVERSE,(Q=K=V)+,638,0.00329
REVERSE,(Q=K=V)+,639,0.00325
REVERSE,(Q=K=V)+,640,0.00318
REVERSE,(Q=K=V)+,641,0.00321
REVERSE,(Q=K=V)+,642,0.00320
REVERSE,(Q=K=V)+,643,0.00313
REVERSE,(Q=K=V)+,644,0.00325
REVERSE,(Q=K=V)+,645,0.00320
REVERSE,(Q=K=V)+,646,0.00321
REVERSE,(Q=K=V)+,647,0.00320
REVERSE,(Q=K=V)+,648,0.00318
REVERSE,(Q=K=V)+,649,0.00314
REVERSE,(Q=K=V)+,650,0.00319
REVERSE,(Q=K=V)+,651,0.00317
REVERSE,(Q=K=V)+,652,0.00318
REVERSE,(Q=K=V)+,653,0.00314
REVERSE,(Q=K=V)+,654,0.00320
REVERSE,(Q=K=V)+,655,0.00323
REVERSE,(Q=K=V)+,656,0.00316
REVERSE,(Q=K=V)+,657,0.00318
REVERSE,(Q=K=V)+,658,0.00316
REVERSE,(Q=K=V)+,659,0.00308
REVERSE,(Q=K=V)+,660,0.00311
REVERSE,(Q=K=V)+,661,0.00312
REVERSE,(Q=K=V)+,662,0.00312
REVERSE,(Q=K=V)+,663,0.00315
REVERSE,(Q=K=V)+,664,0.00317
REVERSE,(Q=K=V)+,665,0.00315
REVERSE,(Q=K=V)+,666,0.00314
REVERSE,(Q=K=V)+,667,0.00312
REVERSE,(Q=K=V)+,668,0.00327
REVERSE,(Q=K=V)+,669,0.00313
REVERSE,(Q=K=V)+,670,0.00307
REVERSE,(Q=K=V)+,671,0.00313
REVERSE,(Q=K=V)+,672,0.00308
REVERSE,(Q=K=V)+,673,0.00311
REVERSE,(Q=K=V)+,674,0.00320
REVERSE,(Q=K=V)+,675,0.00312
REVERSE,(Q=K=V)+,676,0.00316
REVERSE,(Q=K=V)+,677,0.00310
REVERSE,(Q=K=V)+,678,0.00312
REVERSE,(Q=K=V)+,679,0.00317
REVERSE,(Q=K=V)+,680,0.00321
REVERSE,(Q=K=V)+,681,0.00314
REVERSE,(Q=K=V)+,682,0.00307
REVERSE,(Q=K=V)+,683,0.00313
REVERSE,(Q=K=V)+,684,0.00314
REVERSE,(Q=K=V)+,685,0.00309
REVERSE,(Q=K=V)+,686,0.00308
REVERSE,(Q=K=V)+,687,0.00312
REVERSE,(Q=K=V)+,688,0.00315
REVERSE,(Q=K=V)+,689,0.00315
REVERSE,(Q=K=V)+,690,0.00303
REVERSE,(Q=K=V)+,691,0.00309
REVERSE,(Q=K=V)+,692,0.00314
REVERSE,(Q=K=V)+,693,0.00313
REVERSE,(Q=K=V)+,694,0.00311
REVERSE,(Q=K=V)+,695,0.00310
REVERSE,(Q=K=V)+,696,0.00314
REVERSE,(Q=K=V)+,697,0.00308
REVERSE,(Q=K=V)+,698,0.00306
REVERSE,(Q=K=V)+,699,0.00310
REVERSE,(Q=K=V)+,700,0.00308
REVERSE,(Q=K=V)+,701,0.00311
REVERSE,(Q=K=V)+,702,0.00312
REVERSE,(Q=K=V)+,703,0.00315
REVERSE,(Q=K=V)+,704,0.00307
REVERSE,(Q=K=V)+,705,0.00310
REVERSE,(Q=K=V)+,706,0.00303
REVERSE,(Q=K=V)+,707,0.00305
REVERSE,(Q=K=V)+,708,0.00313
REVERSE,(Q=K=V)+,709,0.00319
REVERSE,(Q=K=V)+,710,0.00309
REVERSE,(Q=K=V)+,711,0.00303
REVERSE,(Q=K=V)+,712,0.00305
REVERSE,(Q=K=V)+,713,0.00303
REVERSE,(Q=K=V)+,714,0.00304
REVERSE,(Q=K=V)+,715,0.00305
REVERSE,(Q=K=V)+,716,0.00314
REVERSE,(Q=K=V)+,717,0.00312
REVERSE,(Q=K=V)+,718,0.00307
REVERSE,(Q=K=V)+,719,0.00307
REVERSE,(Q=K=V)+,720,0.00313
REVERSE,(Q=K=V)+,721,0.00305
REVERSE,(Q=K=V)+,722,0.00298
REVERSE,(Q=K=V)+,723,0.00306
REVERSE,(Q=K=V)+,724,0.00307
REVERSE,(Q=K=V)+,725,0.00306
REVERSE,(Q=K=V)+,726,0.00307
REVERSE,(Q=K=V)+,727,0.00303
REVERSE,(Q=K=V)+,728,0.00308
REVERSE,(Q=K=V)+,729,0.00299
REVERSE,(Q=K=V)+,730,0.00311
REVERSE,(Q=K=V)+,731,0.00306
REVERSE,(Q=K=V)+,732,0.00308
REVERSE,(Q=K=V)+,733,0.00306
REVERSE,(Q=K=V)+,734,0.00308
REVERSE,(Q=K=V)+,735,0.00303
REVERSE,(Q=K=V)+,736,0.00304
REVERSE,(Q=K=V)+,737,0.00304
REVERSE,(Q=K=V)+,738,0.00298
REVERSE,(Q=K=V)+,739,0.00306
REVERSE,(Q=K=V)+,740,0.00301
REVERSE,(Q=K=V)+,741,0.00307
REVERSE,(Q=K=V)+,742,0.00308
REVERSE,(Q=K=V)+,743,0.00302
REVERSE,(Q=K=V)+,744,0.00304
REVERSE,(Q=K=V)+,745,0.00309
REVERSE,(Q=K=V)+,746,0.00307
REVERSE,(Q=K=V)+,747,0.00305
REVERSE,(Q=K=V)+,748,0.00304
REVERSE,(Q=K=V)+,749,0.00312
REVERSE,(Q=K=V)+,750,0.00304
REVERSE,(Q=K=V)+,751,0.00307
REVERSE,(Q=K=V)+,752,0.00303
REVERSE,(Q=K=V)+,753,0.00309
REVERSE,(Q=K=V)+,754,0.00301
REVERSE,(Q=K=V)+,755,0.00308
REVERSE,(Q=K=V)+,756,0.00307
REVERSE,(Q=K=V)+,757,0.00311
REVERSE,(Q=K=V)+,758,0.00303
REVERSE,(Q=K=V)+,759,0.00298
REVERSE,(Q=K=V)+,760,0.00304
REVERSE,(Q=K=V)+,761,0.00303
REVERSE,(Q=K=V)+,762,0.00309
REVERSE,(Q=K=V)+,763,0.00309
REVERSE,(Q=K=V)+,764,0.00306
REVERSE,(Q=K=V)+,765,0.00306
REVERSE,(Q=K=V)+,766,0.00312
REVERSE,(Q=K=V)+,767,0.00306
REVERSE,(Q=K=V)+,768,0.00304
REVERSE,(Q=K=V)+,769,0.00307
REVERSE,(Q=K=V)+,770,0.00304
REVERSE,(Q=K=V)+,771,0.00303
REVERSE,(Q=K=V)+,772,0.00306
REVERSE,(Q=K=V)+,773,0.00310
REVERSE,(Q=K=V)+,774,0.00301
REVERSE,(Q=K=V)+,775,0.00309
REVERSE,(Q=K=V)+,776,0.00308
REVERSE,(Q=K=V)+,777,0.00306
REVERSE,(Q=K=V)+,778,0.00310
REVERSE,(Q=K=V)+,779,0.00307
REVERSE,(Q=K=V)+,780,0.00305
REVERSE,(Q=K=V)+,781,0.00309
REVERSE,(Q=K=V)+,782,0.00320
REVERSE,(Q=K=V)+,783,0.00303
REVERSE,(Q=K=V)+,784,0.00307
REVERSE,(Q=K=V)+,785,0.00302
REVERSE,(Q=K=V)+,786,0.00302
REVERSE,(Q=K=V)+,787,0.00314
REVERSE,(Q=K=V)+,788,0.00305
REVERSE,(Q=K=V)+,789,0.00308
SORT,QKV,0,2.41450
SORT,QKV,1,2.41238
SORT,QKV,2,2.41010
SORT,QKV,3,2.40075
SORT,QKV,4,2.38753
SORT,QKV,5,2.37869
SORT,QKV,6,2.36627
SORT,QKV,7,2.34918
SORT,QKV,8,2.33199
SORT,QKV,9,2.30787
SORT,QKV,10,2.28498
SORT,QKV,11,2.26673
SORT,QKV,12,2.23943
SORT,QKV,13,2.21322
SORT,QKV,14,2.18909
SORT,QKV,15,2.15990
SORT,QKV,16,2.12151
SORT,QKV,17,2.08733
SORT,QKV,18,2.06231
SORT,QKV,19,2.01579
SORT,QKV,20,1.98860
SORT,QKV,21,1.94226
SORT,QKV,22,1.89757
SORT,QKV,23,1.86231
SORT,QKV,24,1.81511
SORT,QKV,25,1.77375
SORT,QKV,26,1.71722
SORT,QKV,27,1.67574
SORT,QKV,28,1.61482
SORT,QKV,29,1.57247
SORT,QKV,30,1.53712
SORT,QKV,31,1.48159
SORT,QKV,32,1.41486
SORT,QKV,33,1.37699
SORT,QKV,34,1.31988
SORT,QKV,35,1.28091
SORT,QKV,36,1.24194
SORT,QKV,37,1.21014
SORT,QKV,38,1.15987
SORT,QKV,39,1.13433
SORT,QKV,40,1.10231
SORT,QKV,41,1.06669
SORT,QKV,42,1.03903
SORT,QKV,43,1.01086
SORT,QKV,44,1.01023
SORT,QKV,45,0.98055
SORT,QKV,46,0.93101
SORT,QKV,47,0.94462
SORT,QKV,48,0.94038
SORT,QKV,49,0.92389
SORT,QKV,50,0.91215
SORT,QKV,51,0.89643
SORT,QKV,52,0.89702
SORT,QKV,53,0.87356
SORT,QKV,54,0.87677
SORT,QKV,55,0.86169
SORT,QKV,56,0.85940
SORT,QKV,57,0.86867
SORT,QKV,58,0.84918
SORT,QKV,59,0.88733
SORT,QKV,60,0.84438
SORT,QKV,61,0.84329
SORT,QKV,62,0.83623
SORT,QKV,63,0.85467
SORT,QKV,64,0.85429
SORT,QKV,65,0.81294
SORT,QKV,66,0.83829
SORT,QKV,67,0.82090
SORT,QKV,68,0.80419
SORT,QKV,69,0.82597
SORT,QKV,70,0.83500
SORT,QKV,71,0.82798
SORT,QKV,72,0.83730
SORT,QKV,73,0.82948
SORT,QKV,74,0.81740
SORT,QKV,75,0.82681
SORT,QKV,76,0.83391
SORT,QKV,77,0.79773
SORT,QKV,78,0.82455
SORT,QKV,79,0.80786
SORT,QKV,80,0.82639
SORT,QKV,81,0.79002
SORT,QKV,82,0.83287
SORT,QKV,83,0.79505
SORT,QKV,84,0.80760
SORT,QKV,85,0.80969
SORT,QKV,86,0.81442
SORT,QKV,87,0.79926
SORT,QKV,88,0.81687
SORT,QKV,89,0.77233
SORT,QKV,90,0.79520
SORT,QKV,91,0.79365
SORT,QKV,92,0.79468
SORT,QKV,93,0.79038
SORT,QKV,94,0.81047
SORT,QKV,95,0.77579
SORT,QKV,96,0.80536
SORT,QKV,97,0.76477
SORT,QKV,98,0.78957
SORT,QKV,99,0.75735
SORT,QKV,100,0.77713
SORT,QKV,101,0.76685
SORT,QKV,102,0.76574
SORT,QKV,103,0.74913
SORT,QKV,104,0.71808
SORT,QKV,105,0.72492
SORT,QKV,106,0.74060
